Datetime,Close,High,Low,Open,Volume
2025-11-19 06:30:00+00:00,6632.5,6635.0,6630.25,6632.5,1696
2025-11-19 06:45:00+00:00,6634.25,6634.75,6630.0,6632.25,1396
2025-11-19 07:00:00+00:00,6643.0,6647.75,6630.25,6634.0,3693
2025-11-19 07:15:00+00:00,6642.25,6645.25,6640.75,6643.25,2722
2025-11-19 07:30:00+00:00,6644.0,6647.0,6639.0,6642.5,3261
2025-11-19 07:45:00+00:00,6644.75,6647.5,6642.0,6643.5,2893
2025-11-19 08:00:00+00:00,6637.75,6646.5,6636.5,6644.5,5182
2025-11-19 08:15:00+00:00,6649.25,6650.5,6636.0,6637.5,5796
2025-11-19 08:30:00+00:00,6645.25,6652.5,6640.25,6649.25,4454
2025-11-19 08:45:00+00:00,6639.25,6646.0,6639.0,6645.0,3979
2025-11-19 09:00:00+00:00,6648.25,6648.5,6634.75,6639.0,4630
2025-11-19 09:15:00+00:00,6648.5,6649.25,6645.5,6648.0,3216
2025-11-19 09:30:00+00:00,6652.25,6652.5,6645.75,6648.25,3878
2025-11-19 09:45:00+00:00,6658.0,6659.0,6651.25,6652.0,4054
2025-11-19 10:00:00+00:00,6658.0,6660.0,6655.25,6658.25,3712
2025-11-19 10:15:00+00:00,6662.25,6663.5,6657.75,6658.25,2934
2025-11-19 10:30:00+00:00,6661.5,6662.5,6658.25,6662.25,2664
2025-11-19 10:45:00+00:00,6663.5,6664.75,6658.25,6661.5,3682
2025-11-19 11:00:00+00:00,6666.25,6668.75,6662.25,6663.5,5300
2025-11-19 11:15:00+00:00,6664.5,6667.5,6663.5,6666.25,2217
2025-11-19 11:30:00+00:00,6665.5,6667.0,6660.75,6664.25,3296
2025-11-19 11:45:00+00:00,6661.0,6668.75,6660.25,6665.5,4278
2025-11-19 12:00:00+00:00,6661.75,6662.75,6656.75,6661.0,4711
2025-11-19 12:15:00+00:00,6661.25,6664.25,6657.75,6662.0,4248
2025-11-19 12:30:00+00:00,6665.0,6666.75,6661.25,6661.25,3485
2025-11-19 12:45:00+00:00,6661.75,6667.25,6661.75,6664.75,4702
2025-11-19 13:00:00+00:00,6651.75,6664.75,6650.25,6662.0,10303
2025-11-19 13:15:00+00:00,6658.25,6658.5,6650.75,6651.75,6095
2025-11-19 13:30:00+00:00,6655.0,6662.75,6652.5,6658.25,8978
2025-11-19 13:45:00+00:00,6652.75,6659.25,6651.0,6654.75,7667
2025-11-19 14:00:00+00:00,6643.5,6654.25,6643.0,6652.75,13519
2025-11-19 14:15:00+00:00,6642.5,6647.25,6641.25,6643.75,22016
2025-11-19 14:30:00+00:00,6665.0,6668.25,6635.75,6642.5,111046
2025-11-19 14:45:00+00:00,6691.75,6693.75,6661.75,6665.0,85907
2025-11-19 15:00:00+00:00,6701.0,6703.0,6689.25,6692.0,86015
2025-11-19 15:15:00+00:00,6697.75,6709.0,6694.25,6701.25,80754
2025-11-19 15:30:00+00:00,6690.5,6701.0,6686.25,6698.0,56153
2025-11-19 15:45:00+00:00,6664.75,6690.5,6661.0,6690.5,95114
2025-11-19 16:00:00+00:00,6657.75,6670.25,6653.75,6664.5,83377
2025-11-19 16:15:00+00:00,6655.0,6666.25,6647.75,6657.75,71245
2025-11-19 16:30:00+00:00,6651.0,6658.25,6642.5,6655.25,59363
2025-11-19 16:45:00+00:00,6660.0,6661.0,6645.25,6651.0,49957
2025-11-19 17:00:00+00:00,6642.5,6664.75,6639.75,6660.0,59596
2025-11-19 17:15:00+00:00,6646.75,6649.5,6637.0,6642.5,47320
2025-11-19 17:30:00+00:00,6645.25,6650.5,6622.0,6646.75,68066
2025-11-19 17:45:00+00:00,6648.5,6654.5,6634.5,6645.0,51442
2025-11-19 18:00:00+00:00,6657.75,6661.5,6645.75,6648.5,45745
2025-11-19 18:15:00+00:00,6645.25,6660.75,6644.5,6657.75,42544
2025-11-19 18:30:00+00:00,6651.25,6668.25,6643.25,6645.25,57438
2025-11-19 18:45:00+00:00,6660.75,6665.25,6642.75,6651.25,38233
2025-11-19 19:00:00+00:00,6653.5,6663.5,6647.25,6661.0,41382
2025-11-19 19:15:00+00:00,6633.25,6655.75,6629.75,6653.5,43295
2025-11-19 19:30:00+00:00,6632.25,6638.25,6628.25,6633.0,36594
2025-11-19 19:45:00+00:00,6647.75,6655.25,6628.75,6632.25,44334
2025-11-19 20:00:00+00:00,6658.75,6659.5,6645.25,6647.75,35917
2025-11-19 20:15:00+00:00,6670.5,6679.5,6658.75,6658.75,67029
2025-11-19 20:30:00+00:00,6672.0,6683.5,6665.25,6670.5,54711
2025-11-19 20:45:00+00:00,6661.75,6672.5,6652.75,6671.75,108576
2025-11-19 21:00:00+00:00,6664.0,6665.0,6652.25,6661.75,34024
2025-11-19 21:15:00+00:00,6682.0,6696.0,6658.25,6664.0,34697
2025-11-19 21:30:00+00:00,6703.25,6703.75,6681.75,6682.0,18822
2025-11-19 21:45:00+00:00,6696.0,6704.25,6694.0,6703.25,10312
2025-11-19 23:00:00+00:00,6722.25,6723.0,6694.0,6697.5,5502
2025-11-19 23:15:00+00:00,6720.25,6725.25,6715.75,6722.5,5760
2025-11-19 23:30:00+00:00,6725.75,6728.5,6718.5,6720.25,4744
2025-11-19 23:45:00+00:00,6732.0,6732.75,6725.0,6725.75,4270
2025-11-20 00:00:00+00:00,6731.25,6732.75,6728.0,6731.75,3604
2025-11-20 00:15:00+00:00,6740.0,6741.75,6730.75,6731.0,5202
2025-11-20 00:30:00+00:00,6742.75,6743.0,6738.0,6740.25,2691
2025-11-20 00:45:00+00:00,6736.0,6743.25,6735.25,6742.75,3273
2025-11-20 01:00:00+00:00,6734.0,6736.75,6732.25,6735.75,3056
2025-11-20 01:15:00+00:00,6741.0,6741.5,6733.75,6734.0,2338
2025-11-20 01:30:00+00:00,6739.75,6742.25,6738.25,6741.0,2379
2025-11-20 01:45:00+00:00,6742.0,6743.0,6737.25,6740.0,2600
2025-11-20 02:00:00+00:00,6738.75,6746.5,6738.25,6741.75,3585
2025-11-20 02:15:00+00:00,6738.0,6740.0,6737.5,6738.5,2200
2025-11-20 02:30:00+00:00,6742.0,6742.75,6737.5,6738.25,2282
2025-11-20 02:45:00+00:00,6745.0,6745.5,6741.75,6742.0,2203
2025-11-20 03:00:00+00:00,6746.5,6749.75,6744.5,6744.75,3222
2025-11-20 03:15:00+00:00,6747.5,6748.5,6744.75,6746.5,1884
2025-11-20 03:30:00+00:00,6744.75,6748.0,6743.75,6747.25,1898
2025-11-20 03:45:00+00:00,6744.5,6747.75,6738.5,6745.0,3266
2025-11-20 04:00:00+00:00,6745.25,6748.0,6743.5,6744.25,1700
2025-11-20 04:15:00+00:00,6745.0,6747.0,6742.25,6745.0,1456
2025-11-20 04:30:00+00:00,6749.0,6749.75,6744.25,6744.75,1564
2025-11-20 04:45:00+00:00,6748.75,6749.75,6747.75,6748.75,934
2025-11-20 05:00:00+00:00,6750.75,6754.0,6750.25,6753.75,3947
2025-11-20 05:15:00+00:00,6749.25,6752.0,6748.75,6750.5,1575
2025-11-20 05:30:00+00:00,6748.75,6749.5,6746.25,6749.0,1899
2025-11-20 05:45:00+00:00,6746.5,6749.5,6744.75,6748.75,1410
2025-11-20 06:00:00+00:00,6747.0,6749.5,6745.5,6746.75,1396
2025-11-20 06:15:00+00:00,6741.75,6746.75,6740.5,6746.75,2253
2025-11-20 06:30:00+00:00,6747.5,6749.0,6741.75,6742.0,2024
2025-11-20 06:45:00+00:00,6749.0,6749.25,6744.5,6747.5,1791
2025-11-20 07:00:00+00:00,6750.5,6751.0,6747.0,6749.0,3280
2025-11-20 07:15:00+00:00,6753.5,6755.75,6748.75,6750.5,4815
2025-11-20 07:30:00+00:00,6747.5,6757.0,6746.25,6753.75,3430
2025-11-20 07:45:00+00:00,6744.25,6747.5,6742.75,6747.5,3229
2025-11-20 08:00:00+00:00,6745.25,6748.0,6740.5,6744.25,6867
2025-11-20 08:15:00+00:00,6747.0,6748.5,6742.25,6745.25,4545
2025-11-20 08:30:00+00:00,6751.5,6751.75,6743.0,6747.0,4253
2025-11-20 08:45:00+00:00,6743.75,6755.0,6743.75,6751.5,4489
2025-11-20 09:00:00+00:00,6742.5,6745.75,6738.5,6743.5,5705
2025-11-20 09:15:00+00:00,6730.5,6743.5,6730.25,6742.25,4706
2025-11-20 09:30:00+00:00,6731.5,6735.0,6729.25,6730.25,3413
2025-11-20 09:45:00+00:00,6729.0,6732.0,6725.5,6731.5,4136
2025-11-20 10:00:00+00:00,6726.25,6729.75,6724.0,6729.0,3035
2025-11-20 10:15:00+00:00,6736.5,6737.5,6726.75,6726.75,3833
2025-11-20 10:30:00+00:00,6741.75,6741.75,6736.25,6736.5,2473
2025-11-20 10:45:00+00:00,6744.25,6746.5,6740.5,6741.5,3335
2025-11-20 11:00:00+00:00,6736.0,6744.5,6732.5,6744.25,4514
2025-11-20 11:15:00+00:00,6731.25,6736.75,6729.25,6736.0,2688
2025-11-20 11:30:00+00:00,6740.0,6741.0,6731.0,6731.5,3856
2025-11-20 11:45:00+00:00,6733.0,6740.25,6729.0,6739.75,4876
2025-11-20 12:00:00+00:00,6730.75,6735.5,6726.25,6733.0,6228
2025-11-20 12:15:00+00:00,6733.5,6736.75,6728.5,6730.5,4019
2025-11-20 12:30:00+00:00,6739.75,6742.25,6732.75,6733.5,3172
2025-11-20 12:45:00+00:00,6746.25,6747.25,6739.0,6739.75,4267
2025-11-20 13:00:00+00:00,6747.75,6750.75,6744.75,6746.5,6583
2025-11-20 13:15:00+00:00,6740.25,6749.25,6737.0,6747.75,9879
2025-11-20 13:30:00+00:00,6758.0,6766.25,6738.5,6740.75,31117
2025-11-20 13:45:00+00:00,6767.75,6772.75,6754.25,6758.0,20104
2025-11-20 14:00:00+00:00,6764.0,6772.0,6761.75,6767.75,14496
2025-11-20 14:15:00+00:00,6764.5,6769.75,6761.5,6763.75,18776
2025-11-20 14:30:00+00:00,6771.75,6777.0,6760.25,6764.75,119404
2025-11-20 14:45:00+00:00,6784.5,6786.0,6765.0,6771.75,85796
2025-11-20 15:00:00+00:00,6767.0,6790.0,6763.0,6784.75,85281
2025-11-20 15:15:00+00:00,6783.75,6785.75,6763.25,6767.0,71096
2025-11-20 15:30:00+00:00,6787.75,6791.25,6778.5,6783.75,55086
2025-11-20 15:45:00+00:00,6763.0,6788.75,6762.75,6787.75,68936
2025-11-20 16:00:00+00:00,6734.25,6763.5,6732.75,6763.25,109430
2025-11-20 16:15:00+00:00,6713.5,6734.5,6708.25,6734.5,147650
2025-11-20 16:30:00+00:00,6678.75,6716.5,6675.75,6713.5,132351
2025-11-20 16:45:00+00:00,6636.0,6692.5,6628.0,6678.5,164461
2025-11-20 17:00:00+00:00,6629.5,6658.0,6614.5,6636.0,150894
2025-11-20 17:15:00+00:00,6619.75,6629.25,6600.0,6629.25,141701
2025-11-20 17:30:00+00:00,6596.5,6629.5,6588.25,6619.75,116853
2025-11-20 17:45:00+00:00,6606.5,6612.75,6588.5,6596.5,86895
2025-11-20 18:00:00+00:00,6652.5,6652.75,6601.0,6606.75,100266
2025-11-20 18:15:00+00:00,6629.25,6654.0,6621.25,6652.25,94322
2025-11-20 18:30:00+00:00,6597.0,6634.0,6596.0,6629.25,78027
2025-11-20 18:45:00+00:00,6584.25,6597.75,6575.0,6597.0,78820
2025-11-20 19:00:00+00:00,6587.5,6592.5,6572.25,6584.25,75618
2025-11-20 19:15:00+00:00,6604.0,6609.25,6582.25,6587.25,61046
2025-11-20 19:30:00+00:00,6600.0,6604.25,6586.0,6604.0,60171
2025-11-20 19:45:00+00:00,6615.0,6617.0,6586.75,6599.75,52291
2025-11-20 20:00:00+00:00,6596.75,6615.25,6591.0,6615.0,63824
2025-11-20 20:15:00+00:00,6596.0,6609.5,6587.5,6596.75,56579
2025-11-20 20:30:00+00:00,6567.25,6599.5,6565.0,6596.0,85976
2025-11-20 20:45:00+00:00,6559.0,6573.25,6552.5,6567.5,169744
2025-11-20 21:00:00+00:00,6557.0,6562.25,6550.5,6559.0,55086
2025-11-20 21:15:00+00:00,6558.0,6559.0,6553.0,6556.75,11324
2025-11-20 21:30:00+00:00,6555.5,6559.25,6552.5,6558.0,7148
2025-11-20 21:45:00+00:00,6552.0,6556.75,6551.25,6555.5,7615
2025-11-20 23:00:00+00:00,6550.25,6565.75,6539.25,6560.0,5516
2025-11-20 23:15:00+00:00,6561.75,6564.0,6549.75,6550.0,5761
2025-11-20 23:30:00+00:00,6564.5,6566.5,6557.0,6562.0,6109
2025-11-20 23:45:00+00:00,6566.0,6571.5,6564.25,6564.5,5472
2025-11-21 00:00:00+00:00,6572.5,6574.5,6561.75,6565.75,6211
2025-11-21 00:15:00+00:00,6575.5,6578.0,6569.25,6572.5,4355
2025-11-21 00:30:00+00:00,6576.25,6580.75,6574.0,6575.75,3167
2025-11-21 00:45:00+00:00,6577.5,6581.25,6572.5,6576.25,4527
2025-11-21 01:00:00+00:00,6578.5,6583.5,6575.0,6577.5,4833
2025-11-21 01:15:00+00:00,6585.5,6586.75,6578.0,6578.25,4258
2025-11-21 01:30:00+00:00,6585.0,6587.5,6576.5,6585.75,6038
2025-11-21 01:45:00+00:00,6583.25,6589.0,6583.0,6585.0,3554
2025-11-21 02:00:00+00:00,6577.75,6585.25,6577.0,6583.5,4276
2025-11-21 02:15:00+00:00,6581.25,6584.75,6577.25,6577.75,3396
2025-11-21 02:30:00+00:00,6585.25,6588.0,6580.0,6581.25,3522
2025-11-21 02:45:00+00:00,6580.5,6587.25,6579.5,6585.5,2998
2025-11-21 03:00:00+00:00,6583.0,6585.25,6578.5,6580.5,3154
2025-11-21 03:15:00+00:00,6584.25,6585.25,6580.25,6583.0,2601
2025-11-21 03:30:00+00:00,6589.25,6594.0,6582.75,6584.5,5062
2025-11-21 03:45:00+00:00,6584.25,6590.5,6584.25,6589.5,2201
2025-11-21 04:00:00+00:00,6582.5,6586.0,6579.5,6584.5,2892
2025-11-21 04:15:00+00:00,6578.25,6582.5,6571.0,6582.5,4720
2025-11-21 04:30:00+00:00,6570.75,6579.25,6566.25,6578.5,3592
2025-11-21 04:45:00+00:00,6577.0,6577.5,6568.25,6570.75,2827
2025-11-21 05:00:00+00:00,6582.5,6584.5,6578.75,6580.0,4179
2025-11-21 05:15:00+00:00,6578.75,6585.5,6578.5,6582.25,2179
2025-11-21 05:30:00+00:00,6574.25,6580.75,6570.75,6579.0,2381
2025-11-21 05:45:00+00:00,6572.25,6575.0,6569.25,6574.25,2424
2025-11-21 06:00:00+00:00,6575.5,6578.5,6571.0,6572.25,3199
2025-11-21 06:15:00+00:00,6570.5,6579.5,6570.5,6575.5,2076
2025-11-21 06:30:00+00:00,6576.75,6578.0,6568.75,6570.25,2486
2025-11-21 06:45:00+00:00,6577.0,6582.25,6575.5,6576.5,1907
2025-11-21 07:00:00+00:00,6574.75,6579.0,6572.5,6576.75,2121
2025-11-21 07:15:00+00:00,6579.25,6579.75,6573.25,6574.75,2456
2025-11-21 07:30:00+00:00,6568.75,6580.0,6567.0,6579.0,4863
2025-11-21 07:45:00+00:00,6554.0,6568.75,6551.5,6568.75,9329
2025-11-21 08:00:00+00:00,6574.0,6577.0,6554.0,6554.25,10077
2025-11-21 08:15:00+00:00,6571.0,6575.5,6561.75,6574.0,7542
2025-11-21 08:30:00+00:00,6574.0,6574.75,6563.75,6571.0,6672
2025-11-21 08:45:00+00:00,6582.75,6585.0,6573.25,6573.75,7758
2025-11-21 09:00:00+00:00,6576.0,6584.25,6575.75,6582.75,4758
2025-11-21 09:15:00+00:00,6568.25,6576.5,6563.25,6576.25,5803
2025-11-21 09:30:00+00:00,6555.75,6570.5,6555.5,6568.0,6803
2025-11-21 09:45:00+00:00,6552.5,6560.75,6552.0,6555.5,8037
2025-11-21 10:00:00+00:00,6535.25,6553.25,6530.25,6552.5,18589
2025-11-21 10:15:00+00:00,6526.75,6536.25,6525.0,6535.5,10278
2025-11-21 10:30:00+00:00,6549.5,6556.5,6526.5,6526.75,9947
2025-11-21 10:45:00+00:00,6560.75,6561.5,6548.25,6549.75,7417
2025-11-21 11:00:00+00:00,6571.0,6571.25,6559.0,6560.75,7630
2025-11-21 11:15:00+00:00,6558.25,6572.5,6558.25,6571.25,5773
2025-11-21 11:30:00+00:00,6558.75,6562.5,6553.25,6558.25,5207
2025-11-21 11:45:00+00:00,6552.75,6559.0,6544.25,6558.5,7031
2025-11-21 12:00:00+00:00,6544.75,6556.75,6535.0,6553.0,10591
2025-11-21 12:15:00+00:00,6533.5,6547.5,6531.5,6544.75,8441
2025-11-21 12:30:00+00:00,6578.5,6582.5,6533.5,6533.75,35227
2025-11-21 12:45:00+00:00,6585.5,6597.0,6577.25,6578.25,30311
2025-11-21 13:00:00+00:00,6585.25,6591.25,6573.25,6585.75,12432
2025-11-21 13:15:00+00:00,6581.25,6599.0,6580.75,6585.25,19876
2025-11-21 13:30:00+00:00,6595.0,6597.5,6581.5,6581.75,11643
2025-11-21 13:45:00+00:00,6590.75,6596.5,6587.25,6594.75,11299
2025-11-21 14:00:00+00:00,6589.25,6594.25,6584.25,6590.5,14887
2025-11-21 14:15:00+00:00,6581.5,6589.0,6580.0,6589.0,23381
2025-11-21 14:30:00+00:00,6574.25,6596.0,6571.5,6581.5,116430
2025-11-21 14:45:00+00:00,6576.25,6596.0,6562.5,6574.25,97322
2025-11-21 15:00:00+00:00,6568.25,6588.25,6563.0,6576.5,105140
2025-11-21 15:15:00+00:00,6562.0,6590.5,6554.5,6568.25,119288
2025-11-21 15:30:00+00:00,6559.5,6571.75,6539.0,6562.0,125293
2025-11-21 15:45:00+00:00,6558.5,6575.0,6554.75,6559.5,75079
2025-11-21 16:00:00+00:00,6564.0,6569.0,6541.75,6558.5,69846
2025-11-21 16:15:00+00:00,6590.25,6591.0,6550.75,6564.0,75638
2025-11-21 16:30:00+00:00,6604.75,6608.0,6583.5,6590.5,85122
2025-11-21 16:45:00+00:00,6638.0,6638.5,6597.75,6605.0,79048
2025-11-21 17:00:00+00:00,6637.25,6643.5,6625.0,6637.75,74915
2025-11-21 17:15:00+00:00,6635.5,6641.75,6626.25,6637.25,61848
2025-11-21 17:30:00+00:00,6643.25,6647.0,6632.75,6635.5,47292
2025-11-21 17:45:00+00:00,6633.25,6646.5,6628.5,6643.25,47173
2025-11-21 18:00:00+00:00,6607.25,6636.5,6606.5,6633.5,62803
2025-11-21 18:15:00+00:00,6615.25,6616.0,6600.25,6607.0,48331
2025-11-21 18:30:00+00:00,6639.25,6640.75,6611.75,6615.25,50644
2025-11-21 18:45:00+00:00,6654.0,6672.75,6634.75,6639.5,101903
2025-11-21 19:00:00+00:00,6664.5,6672.0,6653.0,6654.25,52223
2025-11-21 19:15:00+00:00,6674.0,6677.5,6661.25,6664.25,43407
2025-11-21 19:30:00+00:00,6657.5,6677.0,6654.5,6674.25,61034
2025-11-21 19:45:00+00:00,6649.5,6661.75,6641.5,6657.5,56112
2025-11-21 20:00:00+00:00,6648.5,6654.0,6644.5,6649.25,40125
2025-11-21 20:15:00+00:00,6627.75,6651.25,6627.75,6648.5,47016
2025-11-21 20:30:00+00:00,6631.75,6644.25,6621.75,6627.75,72470
2025-11-21 20:45:00+00:00,6622.75,6643.5,6614.0,6631.75,155409
2025-11-21 21:00:00+00:00,6627.0,6631.75,6621.0,6622.5,46608
2025-11-21 21:15:00+00:00,6623.5,6627.75,6622.0,6627.25,7678
2025-11-21 21:30:00+00:00,6632.0,6632.25,6623.25,6623.5,4610
2025-11-21 21:45:00+00:00,6620.25,6632.75,6620.25,6632.0,5774
